"","String","Count"
"12074","n_the",6412846
"29627","s_a",6214213
"1","of_the",4382304
"17470","n_a",4113585
"32640","he_s",3657460
"2","in_the",3629097
"1774","s_o",3455597
"10719","d_i",3145599
"2171","the_s",2919809
"21971","s_i",2831457
"9027","at_t",2818160
"23712","o_the",2585646
"23187","r_the",2412519
"27631","r_a",2334984
"4","to_the",2303768
"7","at_the",2264246
"19653","s_the",2247178
"16626","n_i",2211323
"30094","s_to",1873535
"16045","the_f",1829800
"9","and_the",1807453
"44","as_a",1795309
"18925","the_b",1752225
"5","on_the",1750921
"12534","to_b",1704963
"27642","the_w",1683479
"12758","to_s",1641300
"14","in_a",1625716
"10256","at_i",1619805
"560","or_the",1576159
"13","and_i",1549643
"3","for_the",1457876
"7435","s_and",1439780
"6","to_be",1432077
"11","is_a",1429175
"16292","a_s",1334922
"68","to_a",1330379
"23197","o_i",1287424
"575","or_a",1235559
"28547","he_a",1235190
"30","of_a",1220187
"21658","the_d",1128142
"26646","s_in",1080601
"28","that_i",1078632
"176","at_a",1076039
"61","and_a",1062481
"10425","the_a",1049359
"16431","a_c",1048729
"13079","a_b",997781
"339","it_i",982297
"12817","and_s",973262
"18","for_a",967163
"17","with_the",938744
"57","that_the",923104
"2145","is_i",902507
"15","it_was",873335
"59","on_a",859488
"18922","to_c",834183
"101","as_the",834086
"37","but_i",831873
"136","i_do",825741
"47","was_a",825613
"20807","a_m",808983
"32811","he_wo",806733
"25","from_the",800160
"27","with_a",786147
"21222","i_a",761454
"15631","an_a",709176
"21","have_a",702467
"16","it_is",698798
"207","out_the",687842
"106","he_was",686352
"10698","the_i",680518
"11502","the_st",678673
"10","i_was",677954
"311","me_a",673431
"20","going_to",668544
"60","be_a",651225
"7924","u_a",643002
"30648","on_of",642203
"128","as_i",641880
"1304","here_i",638683
"22","is_the",635250
"19","if_you",626355
"499","you_a",623812
"127","me_to",605997
"8","i_have",597861
"31","one_of",582676
"54","by_the",579613
"1859","this_i",578344
"258","me_i",575075
"33","i_think",556966
"32580","i_ca",553590
"28314","to_f",542630
"23952","an_i",527401
"27926","the_u",524817
"16949","is_is",521816
"559","it_a",521085
"14727","the_la",517358
"35","this_is",516198
"32658","he_ca",515561
"17292","d_and",514468
"23609","n_my",513034
"18016","here_a",511485
"16092","r_b",506032
"6084","ill_be",505512
"21876","he_be",502892
"32581","you_ca",500596
"19281","at_s",495746
"13614","will_b",491068
"23","will_be",478950
"410","is_no",476426
"26","want_to",475873
"34","have_to",474816
"24","to_get",473405
"39","to_do",471818
"40","all_the",462922
"31333","h_m",461610
"14058","d_d",460000
"45","out_of",457641
"12","i_am",457583
"11255","of_s",456270
"50","i_can",453752
"157","but_the",452636
"3122","u_can",451447
"118","what_i",441111
"43","you_can",439687
"49","when_i",438845
"32","i_don't",438600
"19045","at_is",437483
"26831","rt_of",425728
"11935","you_d",423758
"3148","on_i",423281
"22802","u_kno",422528
"2948","u_know",421098
"2699","at_you",415508
"9644","i_m",415228
"615","that_a",414157
"92","you_know",411828
"4899","w_a",408310
"33792","he_first",404754
"75","so_i",401109
"65","the_first",401030
"5359","of_i",396447
"55","the_same",394596
"32636","i_wo",391362
"85","about_the",388264
"18885","in_s",384509
"36","to_see",383866
"71","have_been",383711
"736","here_is",382830
"98","into_the",378531
"1017","out_a",377872
"1564","me_of",377849
"690","on_to",370725
"24977","to_he",367185
"327","are_a",366968
"79","had_a",366455
"2012","there_i",364607
"67","a_lot",363902
"2567","there_a",363720
"330","and_he",362761
"3761","w_the",359111
"167","he_is",353018
"134","and_it",352881
"5910","u_do",352319
"20288","that_s",351312
"1528","at_it",350639
"11732","the_in",350349
"91","if_i",348028
"46123","the_de",347728
"299","now_i",345965
"4060","to_i",339847
"30606","and_c",339574
"303","you_do",339569
"2680","u_have",339516
"76","would_be",339413
"63","to_make",335268
"1191","here_are",331014
"180","i_did",329811
"58","you_have",329416
"23479","the_on",327357
"491","as_we",326849
"32575","n't_know",326772
"197","such_a",326614
"182","not_a",323557
"439","he_said",321102
"442","in_an",320499
"22627","he_do",319624
"571","up_a",318696
"96","to_me",317424
"16357","and_b",316155
"93","has_been",315424
"84","there_is",314962
"2637","o_to",314918
"232","when_the",314477
"78","to_have",313744
"77","do_you",312648
"64","a_few",312366
"32576","n't_have",311854
"349","if_the",311759
"52","i_had",311259
"66","to_go",311167
"90","the_world",310872
"89","is_not",309099
"88","like_a",308885
"532","he_had",308835
"10140","a_go",305503
"25920","hey_are",302673
"70","a_little",301560
"81","they_are",301413
"126","more_than",300196
"40564","the_pro",299916
"132","was_the",299185
"83","that_is",297246
"139","over_the",295210
"175","it_to",295148
"41","of_my",294509
"29","i_love",292237
"5771","art_of",290776
"94","we_have",290091
"32579","n't_be",288599
"51","need_to",287834
"5758","u_are",287633
"2853","in_i",283033
"42","you_are",282433
"46229","i_wan",281962
"3902","or_i",281121
"99","there_are",279997
"18011","to_st",278713
"1692","on_an",278609
"124","the_new",277578
"4089","me_an",277048
"46","in_my",276400
"204","of_his",275848
"138","in_this",274982
"26968","as_no",274974
"100","and_then",274611
"224","and_that",274413
"130","the_other",274101
"6195","or_an",273463
"48","thank_you",273334
"110","the_most",269700
"227","that_he",269335
"87","i_would",266702
"1641","out_i",266523
"123","able_to",265023
"31292","r_so",264571
"205","and_we",263675
"12898","for_s",262812
"12647","i_kno",262354
"53","i_know",259834
"69","we_are",259316
"115","is_that",258729
"524","is_on",258248
"23447","the_un",257527
"119","lot_of",257354
"2526","cause_i",255149
"1047","use_the",254754
"95","i_want",254677
"189","that_we",254594
"235","from_a",253224
"170","but_it",252284
"28282","hey_we",251711
"3081","or_you",251071
"192","me_and",250736
"72","a_good",250171
"114","the_way",250121
"254","just_a",249907
"645","as_an",249206
"103","all_of",249015
"28375","w_that",247557
"113","i_could",247363
"14139","it_d",247309
"56","a_great",247072
"140","can_be",246933
"73","the_best",246162
"220","of_you",245804
"122","part_of",245655
"107","when_you",244092
"11074","it_s",243693
"538","and_so",243087
"216","of_it",241307
"334","by_a",241284
"158","kind_of",240945
"193","they_were",240221
"187","has_a",239617
"438","do_i",239045
"214","and_you",238576
"172","to_you",237883
"109","a_new",237615
"221","because_i",236652
"717","which_i",234358
"162","be_the",234133
"38","thanks_for",233905
"120","as_well",233750
"86","are_you",233679
"352","think_i",233320
"243","she_was",232095
"104","trying_to",230313
"145","of_this",229910
"1268","use_of",229246
"105","back_to",229009
"131","some_of",228053
"647","me_in",227824
"766","day_i",227666
"275","in_his",226658
"144","for_you",226328
"228","is_to",226242
"5765","w_o",226079
"1606","as_to",225338
"23041","here_was",224830
"26478","i_jus",223093
"30178","o_my",222440
"62","i_just",221863
"148","that_you",221633
"1100","and_no",221529
"202","that_it",221416
"137","the_time",219592
"129","at_least",219392
"1526","one_i",217826
"181","are_the",217604
"397","and_in",217426
"1074","on_and",216091
"239","there_was",215604
"1357","he_did",215266
"222","through_the",214791
"159","that_was",214709
"3268","her_a",214448
"236","out_to",214142
"164","get_a",211756
"1139","but_a",211303
"358","what_the",210528
"32659","it_wo",210047
"32606","we_ca",207411
"5341","to_u",206870
"926","to_an",206725
"80","so_much",204924
"173","like_the",204885
"151","up_to",203039
"147","had_to",202033
"247","that_they",201056
"392","he_has",200811
"141","the_last",199004
"10695","is_we",198969
"32577","n't_want",198765
"135","way_to",198166
"416","new_york",197730
"28757","of_he",197265
"401","had_been",197155
"142","of_course",197046
"15559","the_go",196861
"267","into_a",196797
"302","is_an",196428
"420","not_be",195651
"7596","be_i",195045
"414","and_to",194994
"1391","or_so",194852
"108","to_my",194255
"636","of_an",193605
"154","to_take",192578
"975","i_go",192535
"7991","day_a",192221
"301","what_a",191629
"14407","cause_the",191010
"153","the_next",190497
"74","i_will",190247
"1698","was_no",190236
"1182","thing_i",189431
"19054","the_to",189152
"2204","are_no",188984
"112","go_to",187781
"7506","u_to",186049
"908","because_the",184810
"149","to_say",181597
"215","of_them",181589
"2528","was_i",181226
"277","time_i",180880
"156","should_be",180416
"82","on_my",180145
"14876","he_only",179383
"309","and_they",179311
"185","you_to",179129
"552","at_this",178869
"18431","as_not",177411
"291","of_their",177384
"238","up_the",177105
"32448","out_w",177088
"199","have_the",176564
"5751","here_the",176450
"734","we_do",175699
"196","we_can",175379
"345","been_a",175323
"97","for_me",174421
"2632","as_in",174148
"155","the_only",174034
"260","is_so",173916
"174","the_end",173689
"862","as_he",173145
"219","would_have",172847
"5043","for_i",172023
"17480","w_you",170927
"505","all_i",170707
"531","know_i",169839
"1712","on_in",169514
"7967","it_do",169245
"13375","this_we",168681
"32168","the_unit",168036
"116","time_to",167707
"503","such_as",167354
"32578","n't_think",167297
"30185","he_say",167045
"2129","here_we",166452
"13373","look_a",166317
"297","at_all",165607
"3348","at_an",165555
"281","is_in",163783
"143","it's_a",163510
"21031","or_of",163426
"169","how_to",163301
"166","of_our",162824
"1256","the_united",162213
"829","now_that",162039
"769","me_the",162012
"2304","he_says",161753
"4986","all_a",161691
"150","the_day",161554
"35781","as_on",161335
"389","of_her",160927
"265","used_to",160343
"231","it_would",160085
"1697","up_i",158949
"111","right_now",158403
"195","wanted_to",158347
"208","this_week",158146
"102","i_can't",157928
"244","not_to",157529
"251","end_of",157178
"547","for_an",157124
"8834","at_on",156913
"314","it_in",156650
"483","as_it",156091
"443","when_he",156035
"184","what_you",155903
"360","did_not",155821
"3768","now_a",155797
"772","any_of",155500
"528","like_i",155165
"1550","he_could",155105
"21338","on_s",155088
"190","don't_know",155037
"27973","hey_do",154722
"41127","you_wan",154502
"273","they_have",154183
"255","with_you",153695
"600","where_the",153679
"218","which_is",153675
"1094","they_do",153552
"1352","united_states",153441
"10597","own_a",152800
"37533","and_al",152739
"377","during_the",152459
"121","i_got",151651
"268","looking_for",151403
"6315","u_want",151331
"223","we_were",151191
"649","on_that",151049
"386","after_the",150628
"8372","of_u",150548
"1006","in_to",150133
"367","may_be",149618
"1218","and_be",149599
"2716","them_a",149217
"509","i_mean",149036
"305","get_the",147879
"9097","about_i",147694
"7144","in_he",147225
"5071","im_a",146891
"186","you_want",146551
"1437","were_a",146316
"40070","of_al",146113
"22940","do_no",146050
"364","in_their",145951
"3435","her_i",145734
"430","is_one",145670
"1111","to_us",145566
"292","most_of",145503
"695","and_other",145431
"2033","but_no",145364
"11037","round_the",145313
"1068","he_would",145103
"163","i_didn't",145009
"12069","up_w",144922
"295","look_at",144561
"168","like_to",144185
"1215","and_on",144130
"6172","cause_of",144111
"19125","well_a",143908
"7235","out_it",143897
"1062","me_for",143840
"1960","us_a",143761
"8798","u_don't",143601
"13771","a_la",143398
"428","and_his",143280
"359","of_these",143110
"20514","a_mi",142645
"8687","up_an",142326
"10718","it_an",142016
"146","a_bit",141673
"624","after_a",141368
"6815","or_some",140937
"329","around_the",140917
"673","to_his",140841
"14426","u_go",140418
"1462","and_an",140115
"200","you_don't",140071
"920","so_the",140011
"307","the_one",139756
"261","a_very",139342
"45625","he_no",139324
"117","i_need",139082
"34613","that_wo",138986
"201","to_work",138766
"612","how_i",138456
"323","could_be",138411
"761","in_it",138353
"233","do_not",138349
"8525","now_what",138334
"264","make_a",137797
"210","to_find",137732
"2160","him_a",137497
"11040","u_i",137308
"24327","people_a",137162
"29701","the_count",136796
"669","than_a",136765
"183","of_your",136533
"616","number_of",136176
"206","what_is",135808
"751","but_he",135691
"316","take_a",135415
"4648","in_you",135378
"512","about_a",135114
"278","of_all",134994
"40884","and_st",134787
"11248","at_to",134466
"357","come_to",134323
"32630","they_ca",134231
"263","see_the",134086
"32582","n't_get",133657
"3651","back_i",133446
"6817","u_think",132784
"32601","n't_a",132571
"457","according_to",132169
"213","is_it",132034
"29941","i_though",131545
"456","than_the",131517
"3333","this_a",131422
"225","know_what",131376
"912","me_on",131176
"229","up_and",131080
"622","to_her",130895
"833","rt_i",130751
"3558","not_on",130604
"472","was_not",130516
"178","i_thought",130455
"417","in_and",130389
"376","because_of",130203
"125","with_my",130182
"765","you_i",130028
"30048","bout_it",129876
"2781","r_u",129827
"1351","over_a",129535
"3164","age_of",129472
"735","with_an",129405
"576","where_i",129273
"391","was_in",129169
"14824","the_am",129032
"242","about_it",128786
"1032","you_go",128608
"272","to_keep",128360
"20740","at_so",128350
"290","you_think",128324
"217","do_it",128293
"313","are_not",128251
"13806","out_an",128152
"454","have_no",127891
"6578","ugh_i",127821
"29358","the_sec",127278
"319","the_right",127129
"230","this_year",126978
"21964","it_of",126938
"1985","who_i",126703
"1763","now_the",126563
"940","the_state",126266
"288","try_to",126087
"340","off_the",126049
"639","in_her",125597
"17877","w_and",125165
"266","got_a",125087
"5256","the_nation",125064
"8389","or_no",124838
"424","if_it",124716
"194","in_your",124282
"1714","thing_to",124135
"11980","one_a",124133
"317","not_the",124006
"1738","use_it",123778
"353","people_who",123649
"306","of_us",123080
"565","before_the",122983
"250","it_and",122743
"4137","in_so",122688
"522","to_it",122646
"12174","own_the",122593
"26039","m_m",122548
"394","of_that",122371
"1740","on_you",122186
"32587","n't_see",122079
"246","to_know",121760
"25971","or_he",121271
"343","it_has",120802
"17384","a_pro",120717
"336","a_long",120515
"29525","up_wit",120504
"381","the_past",120482
"3340","i_be",120396
"653","have_an",120012
"282","to_help",119876
"4045","to_in",119747
"209","up_with",119394
"8077","with_i",119381
"684","think_that",119319
"252","get_to",119145
"1279","it_does",119139
"234","did_you",119083
"8910","rt_a",118976
"434","well_as",118889
"437","the_fact",118828
"347","up_in",118749
"378","back_in",118706
"495","down_the",118457
"406","if_they",118430
"24480","with_s",118367
"885","do_a",118276
"324","be_in",118187
"341","of_those",118170
"1173","was_on",118126
"9541","or_my",117712
"269","to_come",117547
"284","a_big",117260
"10949","the_no",117110
"6465","you_we",117095
"4196","for_so",117045
"831","it_the",116945
"403","then_i",116627
"1083","think_the",116604
"31821","no_on",116391
"1009","she_had",115740
"2351","he_does",115674
"508","as_you",115629
"337","the_rest",115484
"492","in_that",115376
"322","no_one",115361
"9111","the_win",115361
"240","let_me",115176
"283","in_our",115104
"9190","are_of",115046
"12650","a_to",114964
"728","and_for",114876
"249","it_will",114853
"395","the_people",114677
"654","the_big",114351
"1657","thing_that",114140
"30847","it_u",113866
"1483","and_do",113274
"525","that_are",112907
"160","for_my",112738
"589","and_she",112593
"44377","her_an",112282
"396","them_to",112246
"179","i_like",112015
"631","it_for",111908
"152","i_hope",111450
"594","on_his",111421
"12448","of_so",111072
"535","years_ago",110993
"9149","there_we",110794
"161","love_you",110713
"795","in_which",110617
"1037","she_said",110392
"1587","her_and",110170
"23339","thing_a",109848
"957","between_the",109612
"619","in_fact",109579
"6954","time_a",109442
"11383","are_i",109380
"432","the_house",109251
"274","on_this",109145
"481","when_they",109119
"45582","a_coup",108918
"426","to_this",108724
"279","know_that",108713
"473","who_are",108629
"1023","the_country",108625
"9610","he_who",108608
"32584","n't_even",108498
"950","think_it",108447
"8713","or_it",108336
"32637","you_wo",108322
"3105","is_he",108252
"5428","at_in",108226
"802","and_there",108162
"10552","back_a",108089
"13231","cross_the",107943
"467","so_that",107893
"253","a_couple",107879
"165","i_feel",107342
"714","the_two",107264
